sample_index,t_s,event,gesture,rep
16,0.007444,record_start,,-1
7022,3.511029,preview,index_flex,0
10011,5.004924,prepare,index_flex,0
14058,7.028278,go,index_flex,0
22044,11.021834,return,index_flex,0
27033,13.516061,release,index_flex,0
34012,17.005634,preview,thumb_flex,1
37078,18.538472,prepare,thumb_flex,1
41086,20.542751,go,thumb_flex,1
49022,24.510107,return,thumb_flex,1
54077,27.038128,release,thumb_flex,1
61083,30.541221,preview,pinch,2
64053,32.027113,prepare,pinch,2
68082,34.040951,go,pinch,2
76099,38.049933,return,pinch,2
81065,40.532446,release,pinch,2
88077,44.038829,preview,elbow_flex,3
91072,45.536343,prepare,elbow_flex,3
95076,47.539107,go,elbow_flex,3
103073,51.536940,return,elbow_flex,3
108005,54.002860,release,elbow_flex,3
115013,57.506483,preview,shoulder_flex,4
118087,59.044362,prepare,shoulder_flex,4
122006,61.002929,go,shoulder_flex,4
130101,65.051199,return,shoulder_flex,4
135041,67.521100,release,shoulder_flex,4
142003,71.001216,preview,arm_lift,5
145007,72.503543,prepare,arm_lift,5
149014,74.506953,go,arm_lift,5
157065,78.532806,return,arm_lift,5
162079,81.039814,release,arm_lift,5
169072,84.536229,preview,pick_and_lift,6
172066,86.033390,prepare,pick_and_lift,6
176085,88.043194,go,pick_and_lift,6
184099,92.049971,return,pick_and_lift,6
189063,94.532232,release,pick_and_lift,6
196068,98.034109,preview,pick_and_raise,7
199042,99.521480,prepare,pick_and_raise,7
203070,101.535700,go,pick_and_raise,7
211100,105.550067,return,pick_and_raise,7
216034,108.017571,release,pick_and_raise,7
223032,111.516911,preview,index_flex,8
226012,113.006396,prepare,index_flex,8
230002,115.001628,go,index_flex,8
238022,119.012156,return,index_flex,8
243058,121.529466,release,index_flex,8
250010,125.005449,preview,thumb_flex,9
253086,126.543179,prepare,thumb_flex,9
257089,128.544598,go,thumb_flex,9
265012,132.506150,return,thumb_flex,9
270078,135.039821,release,thumb_flex,9
277091,138.546479,preview,pinch,10
280069,140.035022,prepare,pinch,10
284031,142.015929,go,pinch,10
292059,146.030341,return,pinch,10
297015,148.507676,release,pinch,10
304003,152.002269,preview,elbow_flex,11
307080,153.540446,prepare,elbow_flex,11
311015,155.508563,go,elbow_flex,11
319013,159.507491,return,elbow_flex,11
324002,162.002002,release,elbow_flex,11
330999,165.500444,preview,shoulder_flex,12
334074,167.038017,prepare,shoulder_flex,12
338001,169.000928,go,shoulder_flex,12
346019,173.010163,return,shoulder_flex,12
351065,175.532708,release,shoulder_flex,12
358067,179.034421,preview,arm_lift,13
361080,180.541302,prepare,arm_lift,13
365019,182.510069,go,arm_lift,13
373007,186.504423,return,arm_lift,13
378047,189.024093,release,arm_lift,13
385077,192.539621,preview,pick_and_lift,14
388063,194.032612,prepare,pick_and_lift,14
392084,196.043003,go,pick_and_lift,14
400028,200.015448,return,pick_and_lift,14
405079,202.540527,release,pick_and_lift,14
412087,206.044856,preview,pick_and_raise,15
415056,207.528990,prepare,pick_and_raise,15
419075,209.538440,go,pick_and_raise,15
427096,213.548672,return,pick_and_raise,15
432036,216.019132,release,pick_and_raise,15
439026,219.513774,preview,index_flex,16
442011,221.006795,prepare,index_flex,16
446026,223.014696,go,index_flex,16
454044,227.023129,return,index_flex,16
459070,229.535645,release,index_flex,16
466051,233.026315,preview,thumb_flex,17
469042,234.522016,prepare,thumb_flex,17
473038,236.520232,go,thumb_flex,17
481092,240.546939,return,thumb_flex,17
486024,243.013432,release,thumb_flex,17
493030,246.516099,preview,pinch,18
496096,248.049605,prepare,pinch,18
500006,250.003859,go,pinch,18
508017,254.010180,return,pinch,18
512998,256.500356,release,pinch,18
520082,260.043087,preview,elbow_flex,19
523057,261.529305,prepare,elbow_flex,19
527059,263.530437,go,elbow_flex,19
535078,267.540362,return,elbow_flex,19
540049,270.025789,release,elbow_flex,19
547056,273.529317,preview,shoulder_flex,20
550035,275.019479,prepare,shoulder_flex,20
554052,277.027475,go,shoulder_flex,20
562079,281.040590,return,shoulder_flex,20
567067,283.534868,release,shoulder_flex,20
574001,287.002402,preview,arm_lift,21
577076,288.539594,prepare,arm_lift,21
580999,290.501421,go,arm_lift,21
589033,294.517687,return,arm_lift,21
594087,297.044879,release,arm_lift,21
601071,300.536101,preview,pick_and_lift,22
604037,302.019084,prepare,pick_and_lift,22
608026,304.014512,go,pick_and_lift,22
616043,308.023338,return,pick_and_lift,22
621091,310.547501,release,pick_and_lift,22
628042,314.022776,preview,pick_and_raise,23
631096,315.549370,prepare,pick_and_raise,23
635076,317.539551,go,pick_and_raise,23
643006,321.504716,return,pick_and_raise,23
648028,324.015138,release,pick_and_raise,23
655011,327.506988,preview,index_flex,24
658095,329.049319,prepare,index_flex,24
662050,331.026650,go,index_flex,24
670092,335.047343,return,index_flex,24
675048,337.525921,release,index_flex,24
682023,341.013035,preview,thumb_flex,25
685094,342.548639,prepare,thumb_flex,25
689012,344.507287,go,thumb_flex,25
697010,348.506505,return,thumb_flex,25
702052,351.027627,release,thumb_flex,25
709009,354.506708,preview,pinch,26
712242,356.121966,prepare,pinch,26
716039,358.021239,go,pinch,26
724088,362.047067,return,pinch,26
729080,364.542497,release,pinch,26
736053,368.027868,preview,elbow_flex,27
739009,369.505914,prepare,elbow_flex,27
743041,371.522463,go,elbow_flex,27
751030,375.516789,return,elbow_flex,27
755997,378.000143,release,elbow_flex,27
763061,381.532862,preview,shoulder_flex,28
766035,383.019634,prepare,shoulder_flex,28
770048,385.025738,go,shoulder_flex,28
778067,389.035284,return,shoulder_flex,28
783011,391.507670,release,shoulder_flex,28
790034,395.018638,preview,arm_lift,29
793013,396.508266,prepare,arm_lift,29
797017,398.510462,go,arm_lift,29
805033,402.518493,return,arm_lift,29
810080,405.043076,release,arm_lift,29
817013,408.508336,preview,pick_and_lift,30
820093,410.048487,prepare,pick_and_lift,30
824022,412.013209,go,pick_and_lift,30
832011,416.008384,return,pick_and_lift,30
837072,418.537959,release,pick_and_lift,30
844089,422.047011,preview,pick_and_raise,31
847087,423.545396,prepare,pick_and_raise,31
851093,425.549083,go,pick_and_raise,31
859020,429.512234,return,pick_and_raise,31
864046,432.025233,release,pick_and_raise,31
871090,435.547624,preview,index_flex,32
874066,437.034910,prepare,index_flex,32
878094,439.049350,go,index_flex,32
885996,443.000681,return,index_flex,32
891044,445.524646,release,index_flex,32
898086,449.044643,preview,thumb_flex,33
901056,450.530265,prepare,thumb_flex,33
904998,452.500915,go,thumb_flex,33
913005,456.505063,return,thumb_flex,33
918034,459.019669,release,thumb_flex,33
925000,462.502662,preview,pinch,34
928092,464.048054,prepare,pinch,34
932084,466.044535,go,pinch,34
940022,470.012736,return,pinch,34
945066,472.535648,release,pinch,34
952030,476.017005,preview,elbow_flex,35
955056,477.530341,prepare,elbow_flex,35
959052,479.528272,go,elbow_flex,35
967077,483.540554,return,elbow_flex,35
972010,486.007863,release,elbow_flex,35
979035,489.520432,preview,shoulder_flex,36
982007,491.006214,prepare,shoulder_flex,36
986023,493.013716,go,shoulder_flex,36
994051,497.027925,return,shoulder_flex,36
999023,499.514362,release,shoulder_flex,36
1006061,503.033182,preview,arm_lift,37
1009093,504.549311,prepare,arm_lift,37
1013019,506.512032,go,arm_lift,37
1021011,510.507551,return,arm_lift,37
1026063,513.034273,release,arm_lift,37
1033065,516.535642,preview,pick_and_lift,38
1036069,518.037242,prepare,pick_and_lift,38
1040067,520.036082,go,pick_and_lift,38
1048011,524.008340,return,pick_and_lift,38
1053091,526.547804,release,pick_and_lift,38
1060048,530.026732,preview,pick_and_raise,39
1063023,531.513524,prepare,pick_and_raise,39
1067025,533.514649,go,pick_and_raise,39
1075083,537.543500,return,pick_and_raise,39
1080003,540.003924,release,pick_and_raise,39
1090012,545.008651,end,,-1
1100101,550.054394,record_end,,-1
