sample_index,t_s,event,gesture,rep
4,0.001725,record_start,,-1
7014,3.507924,preview,index_flex,0
10070,5.034850,prepare,index_flex,0
14016,7.007559,go,index_flex,0
22088,11.043719,return,index_flex,0
27054,13.526301,release,index_flex,0
34034,17.016103,preview,thumb_flex,1
37084,18.541983,prepare,thumb_flex,1
41058,20.528106,go,thumb_flex,1
49002,24.500279,return,thumb_flex,1
54013,27.005835,release,thumb_flex,1
61059,30.529802,preview,pinch,2
64027,32.013310,prepare,pinch,2
68101,34.050618,go,pinch,2
76006,38.003758,return,pinch,2
81086,40.542847,release,pinch,2
88053,44.026289,preview,elbow_flex,3
91099,45.549479,prepare,elbow_flex,3
95019,47.509192,go,elbow_flex,3
103015,51.507709,return,elbow_flex,3
108017,54.008059,release,elbow_flex,3
115057,57.527970,preview,shoulder_flex,4
118087,59.043564,prepare,shoulder_flex,4
122057,61.028764,go,shoulder_flex,4
130051,65.025190,return,shoulder_flex,4
135048,67.524060,release,shoulder_flex,4
142091,71.045301,preview,arm_lift,5
145035,72.517756,prepare,arm_lift,5
149003,74.501109,go,arm_lift,5
157081,78.541212,return,arm_lift,5
162099,81.049534,release,arm_lift,5
169014,84.507811,preview,pick_and_lift,6
172074,86.037159,prepare,pick_and_lift,6
176096,88.048125,go,pick_and_lift,6
184054,92.026680,return,pick_and_lift,6
189034,94.517340,release,pick_and_lift,6
196026,98.013700,preview,pick_and_raise,7
199076,99.538524,prepare,pick_and_raise,7
203013,101.506721,go,pick_and_raise,7
211087,105.543741,return,pick_and_raise,7
216162,108.081282,release,pick_and_raise,7
223096,111.547916,preview,index_flex,8
226052,113.026726,prepare,index_flex,8
230100,115.050000,go,index_flex,8
238059,119.029928,return,index_flex,8
243016,121.508142,release,index_flex,8
250086,125.043000,preview,thumb_flex,9
253008,126.504695,prepare,thumb_flex,9
257078,128.539191,go,thumb_flex,9
265000,132.500295,return,thumb_flex,9
270090,135.044839,release,thumb_flex,9
277091,138.545809,preview,pinch,10
280038,140.020470,prepare,pinch,10
284074,142.037755,go,pinch,10
292081,146.041598,return,pinch,10
