sample_index,t_s,event,gesture,rep
4,0.001606,record_start,,-1
7080,3.539902,preview,index_flex,0
10034,5.016552,prepare,index_flex,0
14035,7.017646,go,index_flex,0
22038,11.019275,return,index_flex,0
27047,13.523858,release,index_flex,0
34017,17.008872,preview,thumb_flex,1
37085,18.542462,prepare,thumb_flex,1
41073,20.536568,go,thumb_flex,1
49071,24.535576,return,thumb_flex,1
54099,27.049619,release,thumb_flex,1
61078,30.540288,preview,pinch,2
64068,32.034213,prepare,pinch,2
68049,34.024111,go,pinch,2
76050,38.025078,return,pinch,2
81077,40.538625,release,pinch,2
88017,44.008196,preview,elbow_flex,3
91083,45.541530,prepare,elbow_flex,3
95025,47.512521,go,elbow_flex,3
103097,51.548676,return,elbow_flex,3
108027,54.013957,release,elbow_flex,3
115021,57.510601,preview,shoulder_flex,4
118035,59.017503,prepare,shoulder_flex,4
122021,61.010516,go,shoulder_flex,4
130092,65.046379,return,shoulder_flex,4
135026,67.513544,release,shoulder_flex,4
142100,71.050662,preview,arm_lift,5
145068,72.534771,prepare,arm_lift,5
149070,74.535846,go,arm_lift,5
157037,78.519554,return,arm_lift,5
162090,81.045930,release,arm_lift,5
169094,84.547564,preview,pick_and_lift,6
172050,86.025542,prepare,pick_and_lift,6
176040,88.020406,go,pick_and_lift,6
184026,92.013862,return,pick_and_lift,6
189016,94.508160,release,pick_and_lift,6
196000,98.000734,preview,pick_and_raise,7
199082,99.541448,prepare,pick_and_raise,7
203066,101.533993,go,pick_and_raise,7
211038,105.519419,return,pick_and_raise,7
216044,108.022572,release,pick_and_raise,7
223048,111.524137,preview,index_flex,8
226014,113.008063,prepare,index_flex,8
230078,115.039523,go,index_flex,8
238032,119.016672,return,index_flex,8
243054,121.527474,release,index_flex,8
250014,125.007946,preview,thumb_flex,9
253014,126.507932,prepare,thumb_flex,9
257006,128.504000,go,thumb_flex,9
265063,132.532785,return,thumb_flex,9
270098,135.050024,release,thumb_flex,9
277101,138.551222,preview,pinch,10
280067,140.034443,prepare,pinch,10
284067,142.034253,go,pinch,10
292041,146.022013,return,pinch,10
297061,148.531140,release,pinch,10
304052,152.027043,preview,elbow_flex,11
307025,153.513875,prepare,elbow_flex,11
311047,155.524840,go,elbow_flex,11
319023,159.512792,return,elbow_flex,11
324019,162.010520,release,elbow_flex,11
331089,165.545498,preview,shoulder_flex,12
334029,167.015503,prepare,shoulder_flex,12
338085,169.043588,go,shoulder_flex,12
346050,173.026067,return,shoulder_flex,12
351057,175.529764,release,shoulder_flex,12
358031,179.016355,preview,arm_lift,13
361002,180.502388,prepare,arm_lift,13
365085,182.543659,go,arm_lift,13
373098,186.550734,return,arm_lift,13
378023,189.012748,release,arm_lift,13
385071,192.537900,preview,pick_and_lift,14
388015,194.009754,prepare,pick_and_lift,14
392092,196.047444,go,pick_and_lift,14
400084,200.043562,return,pick_and_lift,14
405098,202.550142,release,pick_and_lift,14
412015,206.008891,preview,pick_and_raise,15
415082,207.542690,prepare,pick_and_raise,15
419096,209.549218,go,pick_and_raise,15
427078,213.539990,return,pick_and_raise,15
432068,216.035042,release,pick_and_raise,15
439052,219.527388,preview,index_flex,16
442030,221.016337,prepare,index_flex,16
446024,223.014048,go,index_flex,16
454066,227.034482,return,index_flex,16
459096,229.549172,release,index_flex,16
466072,233.037614,preview,thumb_flex,17
469039,234.521839,prepare,thumb_flex,17
473020,236.511579,go,thumb_flex,17
481007,240.505055,return,thumb_flex,17
486061,243.032321,release,thumb_flex,17
493059,246.531070,preview,pinch,18
496017,248.010657,prepare,pinch,18
500039,250.021009,go,pinch,18
508073,254.037739,return,pinch,18
513087,256.545315,release,pinch,18
520023,260.012857,preview,elbow_flex,19
523079,261.541028,prepare,elbow_flex,19
527071,263.537362,go,elbow_flex,19
535051,267.527204,return,elbow_flex,19
540083,270.043721,release,elbow_flex,19
547073,273.538899,preview,shoulder_flex,20
550051,275.027285,prepare,shoulder_flex,20
554095,277.049293,go,shoulder_flex,20
562061,281.032275,return,shoulder_flex,20
567091,283.547033,release,shoulder_flex,20
574039,287.021799,preview,arm_lift,21
577071,288.536693,prepare,arm_lift,21
581052,290.528022,go,arm_lift,21
589026,294.515692,return,arm_lift,21
594076,297.040496,release,arm_lift,21
601017,300.510572,preview,pick_and_lift,22
604084,302.044448,prepare,pick_and_lift,22
608010,304.007210,go,pick_and_lift,22
616022,308.013112,return,pick_and_lift,22
621062,310.533509,release,pick_and_lift,22
628040,314.022570,preview,pick_and_raise,23
631077,315.540561,prepare,pick_and_raise,23
635072,317.537954,go,pick_and_raise,23
643006,321.505606,return,pick_and_raise,23
648018,324.010931,release,pick_and_raise,23
655008,327.505905,preview,index_flex,24
658076,329.039921,prepare,index_flex,24
662072,331.037795,go,index_flex,24
670078,335.040932,return,index_flex,24
675084,337.544490,release,index_flex,24
682050,341.027512,preview,thumb_flex,25
685086,342.545096,prepare,thumb_flex,25
689018,344.511554,go,thumb_flex,25
697065,348.534760,return,thumb_flex,25
702093,351.049160,release,thumb_flex,25
709061,354.533485,preview,pinch,26
712027,356.016119,prepare,pinch,26
716025,358.015042,go,pinch,26
724037,362.021313,return,pinch,26
729024,364.514582,release,pinch,26
736088,368.046530,preview,elbow_flex,27
739087,369.545901,prepare,elbow_flex,27
743072,371.538634,go,elbow_flex,27
751029,375.516750,return,elbow_flex,27
756099,378.051635,release,elbow_flex,27
763080,381.543198,preview,shoulder_flex,28
766050,383.028258,prepare,shoulder_flex,28
770069,385.037662,go,shoulder_flex,28
778037,389.021480,return,shoulder_flex,28
783016,391.510653,release,shoulder_flex,28
790025,395.015192,preview,arm_lift,29
793053,396.529250,prepare,arm_lift,29
797011,398.508517,go,arm_lift,29
804996,402.500406,return,arm_lift,29
810054,405.029478,release,arm_lift,29
817048,408.527085,preview,pick_and_lift,30
820000,410.002863,prepare,pick_and_lift,30
824016,412.011045,go,pick_and_lift,30
832044,416.025236,return,pick_and_lift,30
